2964.44 , 9.00264e-029
5928.89 , 2.25066e-029
8893.33 , 1.00029e-029
11857.8 , 5.62665e-030
14822.2 , 3.60106e-030
17786.7 , 2.50073e-030
20751.1 , 1.83727e-030
23715.6 , 1.40666e-030
26680 , 1.11144e-030
29644.4 , 9.00264e-031
32608.9 , 7.4402e-031
35573.3 , 6.25184e-031
38537.8 , 5.32701e-031
41502.2 , 4.59319e-031
44466.7 , 4.00117e-031
47431.1 , 3.51666e-031
50395.6 , 3.1151e-031
53360 , 2.77859e-031
56324.4 , 2.49381e-031
59288.9 , 2.25066e-031
62253.3 , 2.04142e-031
65217.8 , 1.86005e-031
68182.2 , 1.70182e-031
71146.7 , 1.56296e-031
74111.1 , 1.44042e-031
77075.6 , 1.33175e-031
80040 , 1.23493e-031
83004.4 , 1.1483e-031
85968.9 , 1.07047e-031
88933.3 , 1.00029e-031
91897.8 , 9.36799e-032
94862.2 , 8.79164e-032
97826.7 , 8.26689e-032
100791 , 7.78775e-032
103756 , 7.3491e-032
106720 , 6.94648e-032
109684 , 6.57607e-032
112649 , 6.23452e-032
115613 , 5.9189e-032
118578 , 5.62665e-032
121542 , 5.35553e-032
124507 , 5.10354e-032
127471 , 4.86893e-032
130436 , 4.65013e-032
133400 , 4.44575e-032
136364 , 4.25456e-032
139329 , 4.07544e-032
142293 , 3.9074e-032
145258 , 3.74954e-032
148222 , 3.60106e-032
151187 , 3.46122e-032
154151 , 3.32938e-032
157116 , 3.20493e-032
160080 , 3.08733e-032
163044 , 2.97608e-032
166009 , 2.87074e-032
168973 , 2.7709e-032
171938 , 2.67617e-032
174902 , 2.58622e-032
177867 , 2.50073e-032
180831 , 2.41941e-032
183796 , 2.342e-032
186760 , 2.26824e-032
189724 , 2.19791e-032
192689 , 2.1308e-032
195653 , 2.06672e-032
198618 , 2.00549e-032
201582 , 1.94694e-032
204547 , 1.89091e-032
207511 , 1.83727e-032
210476 , 1.78588e-032
213440 , 1.73662e-032
216404 , 1.68937e-032
219369 , 1.64402e-032
222333 , 1.60047e-032
225298 , 1.55863e-032
228262 , 1.51841e-032
231227 , 1.47972e-032
234191 , 1.4425e-032
237156 , 1.40666e-032
240120 , 1.37214e-032
243084 , 1.33888e-032
246049 , 1.30681e-032
249013 , 1.27588e-032
251978 , 1.24604e-032
254942 , 1.21723e-032
257907 , 1.18941e-032
260871 , 1.16253e-032
263836 , 1.13655e-032
266800 , 1.11144e-032
269764 , 1.08714e-032
272729 , 1.06364e-032
275693 , 1.04089e-032
278658 , 1.01886e-032
