2964.44 , 6.15776e-008
5928.89 , 3.07888e-008
8893.33 , 2.05259e-008
11857.8 , 1.53944e-008
14822.2 , 1.23155e-008
17786.7 , 1.02629e-008
20751.1 , 8.7968e-009
23715.6 , 7.6972e-009
26680 , 6.84195e-009
29644.4 , 6.15776e-009
32608.9 , 5.59796e-009
35573.3 , 5.13146e-009
38537.8 , 4.73674e-009
41502.2 , 4.3984e-009
44466.7 , 4.10517e-009
47431.1 , 3.8486e-009
50395.6 , 3.62221e-009
53360 , 3.42098e-009
56324.4 , 3.24093e-009
59288.9 , 3.07888e-009
62253.3 , 2.93227e-009
65217.8 , 2.79898e-009
68182.2 , 2.67729e-009
71146.7 , 2.56573e-009
74111.1 , 2.4631e-009
77075.6 , 2.36837e-009
80040 , 2.28065e-009
83004.4 , 2.1992e-009
85968.9 , 2.12336e-009
88933.3 , 2.05259e-009
91897.8 , 1.98637e-009
94862.2 , 1.9243e-009
97826.7 , 1.86599e-009
100791 , 1.81111e-009
103756 , 1.75936e-009
106720 , 1.71049e-009
109684 , 1.66426e-009
112649 , 1.62046e-009
115613 , 1.57891e-009
118578 , 1.53944e-009
121542 , 1.50189e-009
124507 , 1.46613e-009
127471 , 1.43204e-009
130436 , 1.39949e-009
133400 , 1.36839e-009
136364 , 1.33864e-009
139329 , 1.31016e-009
142293 , 1.28287e-009
145258 , 1.25669e-009
148222 , 1.23155e-009
151187 , 1.2074e-009
154151 , 1.18418e-009
157116 , 1.16184e-009
160080 , 1.14033e-009
163044 , 1.11959e-009
166009 , 1.0996e-009
168973 , 1.08031e-009
171938 , 1.06168e-009
174902 , 1.04369e-009
177867 , 1.02629e-009
180831 , 1.00947e-009
183796 , 9.93187e-010
186760 , 9.77422e-010
189724 , 9.6215e-010
192689 , 9.47347e-010
195653 , 9.32994e-010
198618 , 9.19068e-010
201582 , 9.05553e-010
204547 , 8.92429e-010
207511 , 8.7968e-010
210476 , 8.6729e-010
213440 , 8.55244e-010
216404 , 8.43528e-010
219369 , 8.32129e-010
222333 , 8.21034e-010
225298 , 8.10231e-010
228262 , 7.99709e-010
231227 , 7.89456e-010
234191 , 7.79463e-010
237156 , 7.6972e-010
240120 , 7.60217e-010
243084 , 7.50946e-010
246049 , 7.41899e-010
249013 , 7.33066e-010
251978 , 7.24442e-010
254942 , 7.16018e-010
257907 , 7.07788e-010
260871 , 6.99745e-010
263836 , 6.91883e-010
266800 , 6.84195e-010
269764 , 6.76677e-010
272729 , 6.69322e-010
275693 , 6.62125e-010
278658 , 6.55081e-010
281622 , 6.48185e-010
284587 , 6.41433e-010
287551 , 6.3482e-010
290516 , 6.28343e-010
293480 , 6.21996e-010
296444 , 6.15776e-010
299409 , 6.09679e-010
302373 , 6.03702e-010
305338 , 5.97841e-010
308302 , 5.92092e-010
311267 , 5.86453e-010
314231 , 5.80921e-010
317196 , 5.75491e-010
320160 , 5.70163e-010
323124 , 5.64932e-010
326089 , 5.59796e-010
329053 , 5.54753e-010
332018 , 5.498e-010
334982 , 5.44934e-010
337947 , 5.40154e-010
340911 , 5.35457e-010
343876 , 5.30841e-010
346840 , 5.26304e-010
349804 , 5.21844e-010
352769 , 5.17459e-010
355733 , 5.13146e-010
358698 , 5.08906e-010
361662 , 5.04734e-010
364627 , 5.00631e-010
367591 , 4.96593e-010
370556 , 4.92621e-010
373520 , 4.88711e-010
376484 , 4.84863e-010
